question,option_1,option_2,option_3,option_4,source,num_voters
Суханчин — бу...,"Сўз устаси, аскиячи","Ғийбатчи, чақимчи","Диктор, журналист",,https://t.me/xatoliklar/552,"[5864, 2887, 5639]"
Қай бири тўғри?,Уринмоқ | Urinmoq,Урунмоқ | Urunmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/557,"[7382, 3440, 4903]"
Қай бири тўғри?,Ҳаёл | Hayol,Хаёл | Xayol,,,https://t.me/xatoliklar/558,"[8817, 6664]"
Қай бири тўғри?,Мурожаат | Murojaat,Муроожат | Muroojat,,,https://t.me/xatoliklar/56,"[3732, 402]"
Қай бири тўғри?,Хоҳламоқ | Xohlamoq,Ҳохламоқ | Hoxlamoq,Ҳоҳламоқ | Hohlamoq,,https://t.me/xatoliklar/561,"[9941, 3093, 3161]"
Қай бири тўғри?,Мудофа | Mudofa,Мудофаа | Mudofaa,,,https://t.me/xatoliklar/562,"[2968, 12905]"
Қай бири тўғри?,Лекин | Lekin,Лекигин | Lekigin,Иккови ҳам тўғри,,https://t.me/xatoliklar/565,"[10353, 355, 5255]"
Қай бири тўғри?,Тили сучук | Tili suchuk,Тили чучук | Tili chuchuk,Иккови ҳам тўғри,,https://t.me/xatoliklar/569,"[401, 14857, 1644]"
Қай бири тўғри?,Воз кечмоқ | Voz kechmoq,Вос кечмоқ | Vos kechmoq,,,https://t.me/xatoliklar/570,"[11772, 3499]"
Қай бири тўғри?,Маҳмадана | Mahmadana,Маҳмадона | Mahmadona,,,https://t.me/xatoliklar/575,"[1448, 14557]"
Қай бири тўғри?,Кимочди савдоси | Kimochdi savdosi,Кимошди савдоси | Kimoshdi savdosi,,,https://t.me/xatoliklar/579,"[4694, 12476]"
Қай бири тўғри?,Оҳанрабо | Ohanrabo,Оҳанграбо | Ohangrabo,Иккови ҳам тўғри,,https://t.me/xatoliklar/58,"[735, 2359, 1013]"
Қай бири тўғри?,Саҳоват | Sahovat,Саховат | Saxovat,,,https://t.me/xatoliklar/583,"[9154, 10326]"
Қай бири тўғри?,Қалбаки | Qalbaki,Қалваки | Qalvaki,,,https://t.me/xatoliklar/585,"[16740, 345]"
Қай бири тўғри?,Қасамёд | Qasamyod,Қасамиёд | Qasamiyod,Қасамёт | Qasamyot,Қасамиёт | Qasamiyot,https://t.me/xatoliklar/586,"[13919, 1285, 1311, 500]"
Қай бири тўғри?,Қумор | Qumor,Қимор | Qimor,,,https://t.me/xatoliklar/588,"[2689, 13087]"
Қай бири тўғри?,Ҳашорот | Hashorot,Ҳашарот | Hasharot,Ҳашорат | Hashorat,,https://t.me/xatoliklar/593,"[3047, 7140, 8005]"
Қай бири тўғри?,Хижолат | Xijolat,Ҳижолат | Hijolat,,,https://t.me/xatoliklar/594,"[7404, 9766]"
Қай бири тўғри?,Қадир-қиммат | Qadir-qimmat,Қадр-қиммат | Qadr-qimmat,,,https://t.me/xatoliklar/596,"[1464, 14747]"
Қай бири тўғри?,Мумкин | Mumkin,Мумкун | Mumkun,,,https://t.me/xatoliklar/599,"[15260, 2228]"
Қай бири тўғри?,Мия | Miya,Мийя | Miyya,,,https://t.me/xatoliklar/600,"[13349, 3214]"
Қай бири тўғри?,Жанговор | Jangovor,Жанговар | Jangovar,,,https://t.me/xatoliklar/606,"[10050, 7422]"
Қай бири тўғри?,Калория | Kaloriya,Каллория | Kalloriya,,,https://t.me/xatoliklar/607,"[10412, 5553]"
Қай бири тўғри?,Пойафзал | Poyafzal,Пойабзал | Poyabzal,Иккови ҳам тўғри,,https://t.me/xatoliklar/61,"[1695, 2685, 889]"
Қай бири тўғри?,Тутказмоқ | Tutkazmoq,Тутқазмоқ | Tutqazmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/610,"[1390, 9305, 5276]"
Қай бири тўғри?,Иншоат | Inshoat,Иншоот | Inshoot,,,https://t.me/xatoliklar/611,"[7645, 8319]"
Қай бири тўғри?,Таҳорат | Tahorat,Тахорат | Taxorat,,,https://t.me/xatoliklar/616,"[12059, 3833]"
Қай бири тўғри?,Қасдан | Qasdan,Қасддан | Qasddan,Иккови ҳам тўғри,,https://t.me/xatoliklar/619,"[1416, 11305, 3739]"
#Исмлар_имлоси. Қай бири тўғри?,Мўътабар | Mo‘’tabar,Мўтабар | Mo‘tabar,Мўътабар | Mo‘tabar,,https://t.me/xatoliklar/621,"[3250, 6294, 6166]"
Қай бири тўғри?,Балки | Balki,Балким | Balkim,Иккови ҳам тўғри,,https://t.me/xatoliklar/625,"[4216, 919, 12211]"
Қай бири тўғри?,Эсдалик | Esdalik,Эсталик | Estalik,,,https://t.me/xatoliklar/626,"[9803, 7826]"
Қай бири тўғри?,Умрбод | Umrbod,Умрбот | Umrbot,,,https://t.me/xatoliklar/629,"[14317, 2014]"
Қай бири тўғри?,Қоронғулик | Qorong‘ulik,Қоронғилик | Qorong‘ilik,,,https://t.me/xatoliklar/631,"[15382, 2432]"
Қай бири тўғри?,Карам | Karam,Каром | Karom,,,https://t.me/xatoliklar/632,"[13864, 2740]"
Қай бири тўғри?,Дастхат | Dastxat,Дасхат | Dasxat,,,https://t.me/xatoliklar/635,"[10953, 6602]"
Қай бири тўғри?,Нишонламоқ | Nishonlamoq,Нишолламоқ | Nishollamoq,,,https://t.me/xatoliklar/638,"[14954, 1126]"
Қай бири тўғри?,Тўйғизмоқ | To‘yg‘izmoq,Тўйғазмоқ | To‘yg‘azmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/640,"[2997, 3486, 10221]"
Қай бири тўғри?,Миннаддор | Minnaddor,Миннатдор | Minnatdor,,,https://t.me/xatoliklar/642,"[2583, 13763]"
Қай бири тўғри?,Жонвор | Jonvor,Жонивор | Jonivor,,,https://t.me/xatoliklar/645,"[2490, 15666]"
Қай бири тўғри?,Қаллиқ | Qalliq,Қайлиқ | Qayliq,Иккови ҳам тўғри,,https://t.me/xatoliklar/647,"[3574, 3893, 10851]"
Қай бири тўғри?,Мархамат | Marxamat,Марҳамат | Marhamat,,,https://t.me/xatoliklar/648,"[2707, 15149]"
Қай бири тўғри?,Ваҳоланки | Vaholanki,Ваҳолонки | Vaholonki,Иккови ҳам тўғри,,https://t.me/xatoliklar/651,"[14564, 958, 4514]"
Қай бири тўғри?,Лавха | Lavxa,Лавҳа | Lavha,,,https://t.me/xatoliklar/653,"[2581, 17444]"
Қай бири тўғри?,Швецария | Shvetsariya,Швейцария | Shveytsariya,,,https://t.me/xatoliklar/655,"[11016, 9498]"
Қай бири тўғри?,Шахобча | Shaxobcha,Шохобча | Shoxobcha,,,https://t.me/xatoliklar/657,"[13981, 5244]"
Қай бири тўғри?,Таъқиқ | Ta’qiq,Тақиқ | Taqiq,,,https://t.me/xatoliklar/66,"[2489, 1767]"
Басталик — бу...,"Белбоғ, камар","Қўшиқ, куй","Тўсиқ, ғов",,https://t.me/xatoliklar/660,"[5448, 9376, 3389]"
Қай бири тўғри?,Оёқости | Oyoqosti,Оёғости | Oyog‘osti,Иккови ҳам тўғри,,https://t.me/xatoliklar/662,"[7431, 3978, 9426]"
Қай бири тўғри?,Бераҳм | Berahm,Бераҳим | Berahim,,,https://t.me/xatoliklar/663,"[14310, 5680]"
Қай бири тўғри?,Жаррох | Jarrox,Жарроҳ | Jarroh,,,https://t.me/xatoliklar/666,"[5912, 14395]"
Қай бири тўғри?,Раҳбар | Rahbar,Рахбар | Raxbar,,,https://t.me/xatoliklar/669,"[15740, 4510]"
Қай бири тўғри?,Ҳид | Hid,Хид | Xid,,,https://t.me/xatoliklar/672,"[15989, 3828]"
Қай бири тўғри?,Фирибгар | Firibgar,Фрибгар | Fribgar,,,https://t.me/xatoliklar/674,"[13845, 5218]"
Қай бири тўғри?,Оқава сув | Oqava suv,Оқова сув | Oqova suv,,,https://t.me/xatoliklar/676,"[10050, 10065]"
Қай бири тўғри?,Рахмат | Raxmat,Раҳмат | Rahmat,,,https://t.me/xatoliklar/678,"[6743, 15371]"
Қай бири тўғри?,Дурранг | Durrang,Дуранг | Durang,,,https://t.me/xatoliklar/679,"[11630, 7866]"
Қай бири тўғри?,Телевидение | Televideniye,Телевидения | Televideniya,,,https://t.me/xatoliklar/684,"[7464, 11469]"
Қай бири тўғри?,Харажат | Xarajat,Ҳаражат | Harajat,,,https://t.me/xatoliklar/687,"[11100, 9913]"
Қай бири тўғри? ... алифбоси,Крил | Kril,Крилл | Krill,Кирил | Kiril,Кирилл | Kirill,https://t.me/xatoliklar/690,"[3866, 8265, 4079, 6697]"
Мухтасар — бу...,"Кенг, кенгайтирилган","Қисқа, қисқартирилган",,,https://t.me/xatoliklar/691,"[10891, 9774]"
Қай бири тўғри?,Етқазмоқ | Yetqazmoq,Етказмоқ | Yetkazmoq,,,https://t.me/xatoliklar/694,"[4306, 17755]"
Қай бири тўғри?,Етказмоқ | Yetkazmoq,Еткизмоқ | Yetkizmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/695,"[9741, 1036, 11047]"
Қай бири тўғри?,Новвот | Novvot,Новот | Novot,,,https://t.me/xatoliklar/698,"[18576, 4782]"
Қайси бири тўғри?,Тушунтириш | Tushuntirish,Тушинтириш | Tushintirish,,,https://t.me/xatoliklar/70,"[3194, 957]"
Қай бири тўғри?,Табият | Tabiyat,Табиат | Tabiat,,,https://t.me/xatoliklar/701,"[1450, 21614]"
Қай бири тўғри?,Қутулмоқ | Qutulmoq,Қутилмоқ | Qutilmoq,,,https://t.me/xatoliklar/702,"[11472, 11335]"
#Исмлар_имлоси. Қай бири тўғри?,Жавохир | Javoxir,Жавоҳир | Javohir,,,https://t.me/xatoliklar/704,"[5512, 17632]"
Қай бири тўғри?,Жаҳлдор | Jahldor,Жаҳилдор | Jahildor,,,https://t.me/xatoliklar/707,"[19289, 3954]"
Қай бири тўғри?,Милодий йил,Мелодий йил,,,https://t.me/xatoliklar/709,"[16783, 5993]"
Қай бири тўғри?,Қайнана | Qaynana,Қайнона | Qaynona,Иккови ҳам тўғри,,https://t.me/xatoliklar/713,"[666, 13867, 6333]"
Қай бири тўғри?,Олийжаноб | Oliyjanob,Олижаноб | Olijanob,,,https://t.me/xatoliklar/715,"[14910, 5718]"
Қай бири тўғри?,Мутоала | Mutoala,Мутолаа | Mutolaa,,,https://t.me/xatoliklar/717,"[6241, 14083]"
Қай бири тўғри?,Шукур | Shukur,Шукр | Shukr,Иккови ҳам тўғри,,https://t.me/xatoliklar/722,"[6319, 4455, 9431]"
Қай бири тўғри?,Лоторея | Lotoreya,Лотерея | Lotereya,,,https://t.me/xatoliklar/726,"[14571, 5487]"
Қай бири тўғри?,Хоксор | Xoksor,Хокисор | Xokisor,Иккови ҳам тўғри,,https://t.me/xatoliklar/728,"[1386, 9832, 8928]"
Қай бири тўғри?,Пешона | Peshona,Пешана | Peshana,,,https://t.me/xatoliklar/730,"[17660, 2531]"
#Исмлар_имлоси. Қай бири тўғри?,Муҳлиса | Muhlisa,Мухлиса | Muxlisa,,,https://t.me/xatoliklar/733,"[7164, 12426]"
Қай бири тўғри?,Komputer,Kompyuter,,,https://t.me/xatoliklar/736,"[2335, 18235]"
Қай бири тўғри?,Аҳил | Ahil,Аҳл | Ahl,Бу иккови икки хил маънодаги сўз,,https://t.me/xatoliklar/738,"[7935, 3741, 9056]"
Қай бири тўғри?,Баб баравар,Баб-баравар,Баббаравар,,https://t.me/xatoliklar/744,"[4137, 13074, 4619]"
#Исмлар_имлоси. Қай бири тўғри?,Равшан | Ravshan,Ровшан | Rovshan,,,https://t.me/xatoliklar/746,"[19031, 2434]"
Қай бири тўғри?,Ҳодим | Hodim,Ходим | Xodim,,,https://t.me/xatoliklar/749,"[7531, 15273]"
Қай бири тўғри?,Талон-тарож,Талон-торож,Толон-торож,,https://t.me/xatoliklar/750,"[16649, 3429, 1074]"
Қай бири тўғри?,Сахифа | Saxifa,Саҳифа | Sahifa,,,https://t.me/xatoliklar/756,"[3245, 17486]"
Қай бири тўғри?,Светофор | Svetofor,Светафор | Svetafor,,,https://t.me/xatoliklar/759,"[9169, 12287]"
Қай бири тўғри?,Хужжат | Xujjat,Ҳужжат | Hujjat,,,https://t.me/xatoliklar/764,"[5982, 16944]"
Қай бири тўғри?,Асқотмоқ | Asqotmoq,Асқатмоқ | Asqatmoq,,,https://t.me/xatoliklar/765,"[17040, 6184]"
Қай бири тўғри?,Саҳоват | Sahovat,Саховат | Saxovat,,,https://t.me/xatoliklar/767,"[10061, 11893]"
Қай бири тўғри?,Аксирмоқ | Aksirmoq,Акса урмоқ | Aksa urmoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/769,"[3534, 3245, 15520]"
Қай бири тўғри?,Кўнгилчанг | Koʻngilchang,Кўнгилчан | Koʻngilchan,,,https://t.me/xatoliklar/772,"[7693, 12391]"
Қай бири тўғри?,Тавсия | Tavsiya,Тафсия | Tafsiya,,,https://t.me/xatoliklar/778,"[17633, 4610]"
Қай бири тўғри?,Остун-устун | Ostun-ustun,Остин-устин | Ostin-ustin,Остин-устун | Ostin-ustun,,https://t.me/xatoliklar/780,"[5866, 5253, 12930]"
Қай бири тўғри? Билимингизни синаб кўринг,Айбдор | Aybdor,Айибдор | Ayibdor,,,https://t.me/xatoliklar/781,"[18720, 2219]"
Қай бири тўғри?,Яхна ичимлик,Салқин ичимлик,,,https://t.me/xatoliklar/785,"[8159, 12020]"
#Исмлар_имлоси. Қай бири тўғри?,Хайрулла | Xayrulla,Ҳайрулла | Hayrulla,,,https://t.me/xatoliklar/787,"[12712, 7240]"
Қай бири тўғри?,Ҳаваскор | Havaskor,Ҳавоскор | Havoskor,,,https://t.me/xatoliklar/790,"[18422, 1611]"
Қай бири тўғри?,Бирорта | Birorta,Биронта | Bironta,Иккови ҳам тўғри,,https://t.me/xatoliklar/795,"[6114, 2521, 12950]"
Қай бири тўғри?,Шогирт | Shogirt,Шогирд | Shogird,,,https://t.me/xatoliklar/796,"[2565, 18392]"
Қай бири тўғри?,Суиқаст | Suiqast,Суиқасд | Suiqasd,Суйқасд | Suyqasd,,https://t.me/xatoliklar/800,"[1636, 13059, 4021]"
Тармева — бу...,Қуруқ мева,Ҳўл мева,,,https://t.me/xatoliklar/802,"[9745, 7935]"
Қай бири тўғри?,Фикр юрутмоқ,Фикр юритмоқ,,,https://t.me/xatoliklar/805,"[4260, 15268]"
Қай бири тўғри?,Лозим ва лобид,Лозим ва лобуд,,,https://t.me/xatoliklar/806,"[7101, 9958]"
Қай бири тўғри?,Ҳажим | Hajim,Ҳажм | Hajm,,,https://t.me/xatoliklar/810,"[1733, 17372]"
Қай бири тўғри?,Фидойи инсон,Фидоий инсон,,,https://t.me/xatoliklar/813,"[8081, 12268]"
Қай бири тўғри?,Чорламоқ | Chorlamoq,Чарламоқ | Charlamoq,Иккови ҳам тўғри,,https://t.me/xatoliklar/817,"[14191, 380, 4787]"
Қай бири тўғри?,Одамзод | Odamzod,Одамзот | Odamzot,,,https://t.me/xatoliklar/820,"[11811, 7475]"
Қай бири тўғри?,Нохуш | Noxush,Ноҳуш | Nohush,,,https://t.me/xatoliklar/823,"[12025, 7531]"
Қай бири тўғри?,Таътиб кўрмоқ | Ta’tib ko‘rmoq,Татиб кўрмоқ | Tatib ko‘rmoq,,,https://t.me/xatoliklar/827,"[7958, 11845]"
Қай бири тўғри?,Рашк | Rashk,Рашқ | Rashq,,,https://t.me/xatoliklar/831,"[15824, 3457]"
Мозий — бу...,Келажак,Ўтмиш,,,https://t.me/xatoliklar/833,"[4890, 14565]"
Қай бири тўғри?,Бажонидил | Bajonidil,Бажонудил | Bajonudil,,,https://t.me/xatoliklar/837,"[15968, 3914]"
Қай бири тўғри?,Ҳеч қиси йўқ | Hech qisi yo‘q,Ҳечқиси йўқ | Hechqisi yo‘q,,,https://t.me/xatoliklar/840,"[5833, 14521]"
Қай бири тўғри?,Пойтаҳт | Poytaht,Пойтахт | Poytaxt,,,https://t.me/xatoliklar/844,"[1287, 17916]"
Қай бири тўғри?,Таъсисчи | Ta’sischi,Тасисчи | Tasischi,,,https://t.me/xatoliklar/849,"[15789, 4166]"
Қай бири тўғри?,Узлуксиз | Uzluksiz,Узликсиз | Uzliksiz,,,https://t.me/xatoliklar/851,"[14450, 4043]"
Қай бири тўғри?,Мезон | Mezon,Меъзон | Me’zon,,,https://t.me/xatoliklar/854,"[10344, 11036]"
Қай бири тўғри?,Ҳайфсан | Hayfsan,Хайфсан | Xayfsan,,,https://t.me/xatoliklar/856,"[12523, 8755]"
Қай бири тўғри?,Аросат | Arosat,Арасот | Arasot,Иккови ҳам тўғри,,https://t.me/xatoliklar/860,"[17364, 686, 4937]"
Қай бири тўғри?,Манба | Manba,Манбаа | Manbaa,,,https://t.me/xatoliklar/862,"[12252, 11276]"
Қай бири тўғри?,Айналай | Aynalay,Айланай | Aylanay,,,https://t.me/xatoliklar/864,"[2658, 19846]"
"Қай бири тўғри? (Такрор бўлса ҳам, кўпчилигимиз ҳали-ҳамон адашадиган сўзлардан)",Ўғирламоқ | Oʻgʻirlamoq,Ўғриламоқ | Oʻgʻrilamoq,,,https://t.me/xatoliklar/866,"[17145, 3936]"
Қай бири тўғри?,Тўғриламоқ | Toʻgʻrilamoq,Тўғирламоқ | Toʻgʻirlamoq,,,https://t.me/xatoliklar/867,"[9407, 11461]"
Қай бири тўғри?,Шоҳсупа | Shohsupa,Шосупа | Shosupa,Иккови ҳам тўғри,,https://t.me/xatoliklar/872,"[12978, 951, 6597]"
Мижгон (мужгон) — бу...,Кўз,Қош,Киприк,,https://t.me/xatoliklar/876,"[10076, 5993, 13069]"
Қай бири тўғри?,Дастурхон | Dasturxon,Дастирхон | Dastirxon,,,https://t.me/xatoliklar/878,"[19574, 1276]"
